主动脉硬化,疾病-症状,震颤,0.015
主动脉硬化,疾病-症状,静脉怒张,0.067
主动脉硬化,疾病-症状,斑丘疹,0.1
主动脉硬化,疾病-症状,包块,0.011
主动脉硬化,疾病-症状,充血,0.037
主动脉硬化,疾病-症状,静脉曲张,0.013
主动脉硬化,疾病-症状,胸闷,0.013
主动脉硬化,疾病-症状,正大等圆,0.011
主动脉硬化,疾病-症状,苍白,0.022
高血压,疾病-症状,律齐,0.009
高血压,疾病-症状,畸形,0.008
高血压,疾病-症状,异常搏动,0.067
高血压,疾病-症状,水肿,0.015
高血压,疾病-症状,呼吸困难,0.036
高血压,疾病-症状,骨折,0.018
高血压,疾病-症状,肿大,0.01
高血压,疾病-症状,隆起,0.014
高血压,疾病-症状,黄染,0.019
高血压,疾病-症状,疼痛,0.008
高血压,疾病-症状,胸痛,0.034
高血压,疾病-症状,震颤,0.015
高血压,疾病-症状,静脉怒张,0.067
高血压,疾病-症状,斑丘疹,0.1
高血压,疾病-症状,包块,0.011
高血压,疾病-症状,充血,0.037
高血压,疾病-症状,静脉曲张,0.013
高血压,疾病-症状,胸闷,0.013
高血压,疾病-症状,正大等圆,0.011
高血压,疾病-症状,苍白,0.022
右肺中叶炎症,疾病-症状,律齐,0.009
右肺中叶炎症,疾病-症状,畸形,0.008
右肺中叶炎症,疾病-症状,异常搏动,0.067
右肺中叶炎症,疾病-症状,水肿,0.015
右肺中叶炎症,疾病-症状,呼吸困难,0.036
右肺中叶炎症,疾病-症状,骨折,0.018
右肺中叶炎症,疾病-症状,肿大,0.01
右肺中叶炎症,疾病-症状,隆起,0.014
右肺中叶炎症,疾病-症状,黄染,0.019
右肺中叶炎症,疾病-症状,疼痛,0.008
右肺中叶炎症,疾病-症状,胸痛,0.034
右肺中叶炎症,疾病-症状,震颤,0.015
右肺中叶炎症,疾病-症状,静脉怒张,0.067
右肺中叶炎症,疾病-症状,斑丘疹,0.1
右肺中叶炎症,疾病-症状,包块,0.011
右肺中叶炎症,疾病-症状,充血,0.037
右肺中叶炎症,疾病-症状,静脉曲张,0.013
右肺中叶炎症,疾病-症状,胸闷,0.013
右肺中叶炎症,疾病-症状,正大等圆,0.011
右肺中叶炎症,疾病-症状,苍白,0.022
左侧肋骨骨折,疾病-症状,律齐,0.009
左侧肋骨骨折,疾病-症状,畸形,0.008
左侧肋骨骨折,疾病-症状,异常搏动,0.067
左侧肋骨骨折,疾病-症状,水肿,0.015
左侧肋骨骨折,疾病-症状,呼吸困难,0.036
左侧肋骨骨折,疾病-症状,骨折,0.018
左侧肋骨骨折,疾病-症状,肿大,0.01
左侧肋骨骨折,疾病-症状,隆起,0.014
左侧肋骨骨折,疾病-症状,黄染,0.019
左侧肋骨骨折,疾病-症状,疼痛,0.008
左侧肋骨骨折,疾病-症状,胸痛,0.034
左侧肋骨骨折,疾病-症状,震颤,0.015
左侧肋骨骨折,疾病-症状,静脉怒张,0.067
左侧肋骨骨折,疾病-症状,斑丘疹,0.1
左侧肋骨骨折,疾病-症状,包块,0.011
左侧肋骨骨折,疾病-症状,充血,0.037
左侧肋骨骨折,疾病-症状,静脉曲张,0.013
左侧肋骨骨折,疾病-症状,胸闷,0.013
左侧肋骨骨折,疾病-症状,正大等圆,0.011
左侧肋骨骨折,疾病-症状,苍白,0.022
糖尿病,疾病-症状,律齐,0.009
糖尿病,疾病-症状,畸形,0.008
糖尿病,疾病-症状,异常搏动,0.067
糖尿病,疾病-症状,水肿,0.015
糖尿病,疾病-症状,呼吸困难,0.036
糖尿病,疾病-症状,骨折,0.018
糖尿病,疾病-症状,肿大,0.01
糖尿病,疾病-症状,隆起,0.014
糖尿病,疾病-症状,黄染,0.019
糖尿病,疾病-症状,疼痛,0.008
糖尿病,疾病-症状,胸痛,0.034
糖尿病,疾病-症状,震颤,0.015
糖尿病,疾病-症状,静脉怒张,0.067
糖尿病,疾病-症状,斑丘疹,0.1
糖尿病,疾病-症状,包块,0.011
糖尿病,疾病-症状,充血,0.037
糖尿病,疾病-症状,静脉曲张,0.013
糖尿病,疾病-症状,胸闷,0.013
糖尿病,疾病-症状,正大等圆,0.011
糖尿病,疾病-症状,苍白,0.022
外伤后神经反应,疾病-症状,律齐,0.009
外伤后神经反应,疾病-症状,水肿,0.015
外伤后神经反应,疾病-症状,畸形,0.008
外伤后神经反应,疾病-症状,呕吐,0.008
外伤后神经反应,疾病-症状,肿大,0.01
外伤后神经反应,疾病-症状,肿胀,0.013
外伤后神经反应,疾病-症状,隆起,0.014
外伤后神经反应,疾病-症状,疼痛,0.008
外伤后神经反应,疾病-症状,震颤,0.015
外伤后神经反应,疾病-症状,恶心,0.008
外伤后神经反应,疾病-症状,包块,0.011
外伤后神经反应,疾病-症状,静脉曲张,0.013
外伤后神经反应,疾病-症状,胸闷,0.013
外伤后神经反应,疾病-症状,正大等圆,0.011
外伤后神经反应,疾病-症状,头晕,0.012
多处软组织损伤,疾病-症状,律齐,0.009
多处软组织损伤,疾病-症状,水肿,0.015
多处软组织损伤,疾病-症状,畸形,0.008
多处软组织损伤,疾病-症状,呕吐,0.008
多处软组织损伤,疾病-症状,肿大,0.01
多处软组织损伤,疾病-症状,肿胀,0.013
多处软组织损伤,疾病-症状,隆起,0.014
多处软组织损伤,疾病-症状,疼痛,0.008
多处软组织损伤,疾病-症状,震颤,0.015
多处软组织损伤,疾病-症状,恶心,0.008
多处软组织损伤,疾病-症状,包块,0.011
多处软组织损伤,疾病-症状,静脉曲张,0.013
多处软组织损伤,疾病-症状,胸闷,0.013
多处软组织损伤,疾病-症状,正大等圆,0.011
多处软组织损伤,疾病-症状,头晕,0.012
头外伤后神经反应,疾病-症状,红肿,0.014
头外伤后神经反应,疾病-症状,畸形,0.008
头外伤后神经反应,疾病-症状,呕吐,0.008
头外伤后神经反应,疾病-症状,律齐,0.009
头外伤后神经反应,疾病-症状,肿大,0.01
头外伤后神经反应,疾病-症状,肿胀,0.013
头外伤后神经反应,疾病-症状,隆起,0.014
头外伤后神经反应,疾病-症状,结节,0.025
头外伤后神经反应,疾病-症状,疼痛,0.008
头外伤后神经反应,疾病-症状,裂伤,0.111
头外伤后神经反应,疾病-症状,震颤,0.015
头外伤后神经反应,疾病-症状,恶心,0.008
头外伤后神经反应,疾病-症状,狭窄,0.021
头外伤后神经反应,疾病-症状,包块,0.011
头外伤后神经反应,疾病-症状,静脉曲张,0.013
头外伤后神经反应,疾病-症状,正大等圆,0.011
头外伤后神经反应,疾病-症状,头晕,0.012
头外伤后神经反应,疾病-症状,肿块,0.024
多处软组织损伤,疾病-症状,红肿,0.014
多处软组织损伤,疾病-症状,畸形,0.008
多处软组织损伤,疾病-症状,呕吐,0.008
多处软组织损伤,疾病-症状,律齐,0.009
多处软组织损伤,疾病-症状,肿大,0.01
多处软组织损伤,疾病-症状,肿胀,0.013
多处软组织损伤,疾病-症状,隆起,0.014
多处软组织损伤,疾病-症状,结节,0.025
多处软组织损伤,疾病-症状,疼痛,0.008
多处软组织损伤,疾病-症状,裂伤,0.111
多处软组织损伤,疾病-症状,震颤,0.015
多处软组织损伤,疾病-症状,恶心,0.008
多处软组织损伤,疾病-症状,狭窄,0.021
多处软组织损伤,疾病-症状,包块,0.011
多处软组织损伤,疾病-症状,静脉曲张,0.013
多处软组织损伤,疾病-症状,正大等圆,0.011
多处软组织损伤,疾病-症状,头晕,0.012
多处软组织损伤,疾病-症状,肿块,0.024
高血压,疾病-症状,律齐,0.009
高血压,疾病-症状,水肿,0.015
高血压,疾病-症状,异常搏动,0.067
高血压,疾病-症状,畸形,0.008
高血压,疾病-症状,呼吸困难,0.036
高血压,疾病-症状,肿大,0.01
高血压,疾病-症状,咳嗽,0.013
高血压,疾病-症状,怒张,0.5
高血压,疾病-症状,隆起,0.014
高血压,疾病-症状,黄染,0.019
高血压,疾病-症状,疼痛,0.008
高血压,疾病-症状,震颤,0.015
高血压,疾病-症状,恶心,0.008
高血压,疾病-症状,斑丘疹,0.1
高血压,疾病-症状,包块,0.011
高血压,疾病-症状,充血,0.037
高血压,疾病-症状,静脉曲张,0.013
高血压,疾病-症状,胸闷,0.013
高血压,疾病-症状,正大等圆,0.011
高血压,疾病-症状,头晕,0.012
高血压,疾病-症状,苍白,0.022
左侧输尿管结石,疾病-症状,律齐,0.009
左侧输尿管结石,疾病-症状,红肿,0.014
左侧输尿管结石,疾病-症状,畸形,0.008
左侧输尿管结石,疾病-症状,呕吐,0.008
左侧输尿管结石,疾病-症状,肿大,0.01
左侧输尿管结石,疾病-症状,肿胀,0.013
左侧输尿管结石,疾病-症状,隆起,0.014
左侧输尿管结石,疾病-症状,结节,0.025
左侧输尿管结石,疾病-症状,疼痛,0.008
左侧输尿管结石,疾病-症状,震颤,0.015
左侧输尿管结石,疾病-症状,恶心,0.008
左侧输尿管结石,疾病-症状,狭窄,0.021
左侧输尿管结石,疾病-症状,包块,0.011
左侧输尿管结石,疾病-症状,发热,0.01
左侧输尿管结石,疾病-症状,静脉曲张,0.013
左侧输尿管结石,疾病-症状,正大等圆,0.011
左侧输尿管结石,疾病-症状,肿块,0.024
高血压,疾病-症状,律齐,0.009
高血压,疾病-症状,红肿,0.014
高血压,疾病-症状,畸形,0.008
高血压,疾病-症状,呕吐,0.008
高血压,疾病-症状,肿大,0.01
高血压,疾病-症状,肿胀,0.013
高血压,疾病-症状,隆起,0.014
高血压,疾病-症状,结节,0.025
高血压,疾病-症状,疼痛,0.008
高血压,疾病-症状,震颤,0.015
高血压,疾病-症状,恶心,0.008
高血压,疾病-症状,狭窄,0.021
高血压,疾病-症状,包块,0.011
高血压,疾病-症状,发热,0.01
高血压,疾病-症状,静脉曲张,0.013
高血压,疾病-症状,正大等圆,0.011
高血压,疾病-症状,肿块,0.024
左肾结石,疾病-症状,律齐,0.009
左肾结石,疾病-症状,红肿,0.014
左肾结石,疾病-症状,畸形,0.008
左肾结石,疾病-症状,呕吐,0.008
左肾结石,疾病-症状,肿大,0.01
左肾结石,疾病-症状,肿胀,0.013
左肾结石,疾病-症状,隆起,0.014
左肾结石,疾病-症状,结节,0.025
左肾结石,疾病-症状,疼痛,0.008
左肾结石,疾病-症状,震颤,0.015
左肾结石,疾病-症状,恶心,0.008
左肾结石,疾病-症状,狭窄,0.021
左肾结石,疾病-症状,包块,0.011
左肾结石,疾病-症状,发热,0.01
左肾结石,疾病-症状,静脉曲张,0.013
左肾结石,疾病-症状,正大等圆,0.011
左肾结石,疾病-症状,肿块,0.024
右侧输尿管结石,疾病-症状,律齐,0.009
右侧输尿管结石,疾病-症状,红肿,0.014
右侧输尿管结石,疾病-症状,畸形,0.008
右侧输尿管结石,疾病-症状,呕吐,0.008
右侧输尿管结石,疾病-症状,肿大,0.01
右侧输尿管结石,疾病-症状,肿胀,0.013
右侧输尿管结石,疾病-症状,隆起,0.014
右侧输尿管结石,疾病-症状,结节,0.025
右侧输尿管结石,疾病-症状,疼痛,0.008
右侧输尿管结石,疾病-症状,震颤,0.015
右侧输尿管结石,疾病-症状,恶心,0.008
右侧输尿管结石,疾病-症状,狭窄,0.021
右侧输尿管结石,疾病-症状,包块,0.011
右侧输尿管结石,疾病-症状,发热,0.01
右侧输尿管结石,疾病-症状,静脉曲张,0.013
右侧输尿管结石,疾病-症状,正大等圆,0.011
右侧输尿管结石,疾病-症状,肿块,0.024
精神分裂症,疾病-症状,律齐,0.009
精神分裂症,疾病-症状,红肿,0.014
精神分裂症,疾病-症状,畸形,0.008
精神分裂症,疾病-症状,呕吐,0.008
精神分裂症,疾病-症状,肿大,0.01
精神分裂症,疾病-症状,肿胀,0.013
精神分裂症,疾病-症状,隆起,0.014
精神分裂症,疾病-症状,结节,0.025
精神分裂症,疾病-症状,疼痛,0.008
精神分裂症,疾病-症状,震颤,0.015
精神分裂症,疾病-症状,恶心,0.008
精神分裂症,疾病-症状,狭窄,0.021
精神分裂症,疾病-症状,包块,0.011
精神分裂症,疾病-症状,发热,0.01
精神分裂症,疾病-症状,静脉曲张,0.013
精神分裂症,疾病-症状,正大等圆,0.011
精神分裂症,疾病-症状,肿块,0.024
右肾囊肿,疾病-症状,红肿,0.014
右肾囊肿,疾病-症状,畸形,0.008
右肾囊肿,疾病-症状,呕吐,0.008
右肾囊肿,疾病-症状,肿大,0.01
右肾囊肿,疾病-症状,肿胀,0.013
右肾囊肿,疾病-症状,隆起,0.014
右肾囊肿,疾病-症状,结节,0.025
右肾囊肿,疾病-症状,疼痛,0.008
右肾囊肿,疾病-症状,包块,0.011
右肾囊肿,疾病-症状,恶心,0.008
右肾囊肿,疾病-症状,狭窄,0.021
右肾囊肿,疾病-症状,静脉曲张,0.013
右肾囊肿,疾病-症状,发热,0.01
右肾囊肿,疾病-症状,肿块,0.024
左肾结石,疾病-症状,红肿,0.014
左肾结石,疾病-症状,畸形,0.008
左肾结石,疾病-症状,呕吐,0.008
左肾结石,疾病-症状,肿大,0.01
左肾结石,疾病-症状,肿胀,0.013
左肾结石,疾病-症状,隆起,0.014
左肾结石,疾病-症状,结节,0.025
左肾结石,疾病-症状,疼痛,0.008
左肾结石,疾病-症状,包块,0.011
左肾结石,疾病-症状,恶心,0.008
左肾结石,疾病-症状,狭窄,0.021
左肾结石,疾病-症状,静脉曲张,0.013
左肾结石,疾病-症状,发热,0.01
左肾结石,疾病-症状,肿块,0.024
右肾结石,疾病-症状,红肿,0.014
右肾结石,疾病-症状,畸形,0.008
右肾结石,疾病-症状,呕吐,0.008
右肾结石,疾病-症状,肿大,0.01
右肾结石,疾病-症状,肿胀,0.013
右肾结石,疾病-症状,隆起,0.014
右肾结石,疾病-症状,结节,0.025
右肾结石,疾病-症状,疼痛,0.008
右肾结石,疾病-症状,包块,0.011
右肾结石,疾病-症状,恶心,0.008
右肾结石,疾病-症状,狭窄,0.021
右肾结石,疾病-症状,静脉曲张,0.013
右肾结石,疾病-症状,发热,0.01
右肾结石,疾病-症状,肿块,0.024
右侧眼眶眶内壁骨折,疾病-症状,呕吐,0.008
右侧眼眶眶内壁骨折,疾病-症状,骨折,0.018
右侧眼眶眶内壁骨折,疾病-症状,肿胀,0.013
右侧眼眶眶内壁骨折,疾病-症状,疼痛,0.008
右侧眼眶眶内壁骨折,疾病-症状,裂伤,0.111
右侧眼眶眶内壁骨折,疾病-症状,头痛,0.013
右侧眼眶眶内壁骨折,疾病-症状,发热,0.01
右侧眼眶眶内壁骨折,疾病-症状,出血,0.027
右侧眼眶眶内壁骨折,疾病-症状,正大等圆,0.011
右侧眼眶眶内壁骨折,疾病-症状,头晕,0.012
鼻骨骨折,疾病-症状,呕吐,0.008
鼻骨骨折,疾病-症状,骨折,0.018
鼻骨骨折,疾病-症状,肿胀,0.013
鼻骨骨折,疾病-症状,疼痛,0.008
鼻骨骨折,疾病-症状,裂伤,0.111
鼻骨骨折,疾病-症状,头痛,0.013
鼻骨骨折,疾病-症状,发热,0.01
鼻骨骨折,疾病-症状,出血,0.027
鼻骨骨折,疾病-症状,正大等圆,0.011
鼻骨骨折,疾病-症状,头晕,0.012
左侧急性附睾炎,疾病-症状,钝痛,0.071
左侧急性附睾炎,疾病-症状,胀痛,0.048
左侧急性附睾炎,疾病-症状,肿胀,0.013
左侧急性附睾炎,疾病-症状,隆起,0.014
左侧急性附睾炎,疾病-症状,律齐,0.009
左侧急性附睾炎,疾病-症状,畸形,0.008
左侧急性附睾炎,疾病-症状,异常搏动,0.067
左侧急性附睾炎,疾病-症状,水肿,0.015
左侧急性附睾炎,疾病-症状,肿大,0.01
左侧急性附睾炎,疾病-症状,肿胀,0.013
左侧急性附睾炎,疾病-症状,隆起,0.014
左侧急性附睾炎,疾病-症状,震颤,0.015
左侧急性附睾炎,疾病-症状,静脉怒张,0.067
左侧急性附睾炎,疾病-症状,斑丘疹,0.1
左侧急性附睾炎,疾病-症状,包块,0.011
左侧急性附睾炎,疾病-症状,胀痛,0.048
左侧急性附睾炎,疾病-症状,钝痛,0.071
左侧急性附睾炎,疾病-症状,充血,0.037
左侧急性附睾炎,疾病-症状,静脉曲张,0.013
左侧急性附睾炎,疾病-症状,黄染,0.019
左侧急性附睾炎,疾病-症状,正大等圆,0.011
左侧急性附睾炎,疾病-症状,苍白,0.022
糖尿病,疾病-症状,律齐,0.009
糖尿病,疾病-症状,畸形,0.008
糖尿病,疾病-症状,异常搏动,0.067
糖尿病,疾病-症状,水肿,0.015
糖尿病,疾病-症状,骨折,0.018
糖尿病,疾病-症状,肿大,0.01
糖尿病,疾病-症状,隆起,0.014
糖尿病,疾病-症状,疼痛,0.008
糖尿病,疾病-症状,震颤,0.015
糖尿病,疾病-症状,静脉怒张,0.067
糖尿病,疾病-症状,斑丘疹,0.1
糖尿病,疾病-症状,包块,0.011
糖尿病,疾病-症状,充血,0.037
糖尿病,疾病-症状,静脉曲张,0.013
糖尿病,疾病-症状,黄染,0.019
糖尿病,疾病-症状,正大等圆,0.011
糖尿病,疾病-症状,苍白,0.022
左侧气胸,疾病-症状,律齐,0.009
左侧气胸,疾病-症状,畸形,0.008
左侧气胸,疾病-症状,肿大,0.01
左侧气胸,疾病-症状,隆起,0.014
左侧气胸,疾病-症状,疼痛,0.008
左侧气胸,疾病-症状,震颤,0.015
左侧气胸,疾病-症状,静脉曲张,0.013
左侧气胸,疾病-症状,黄染,0.019
左侧气胸,疾病-症状,包块,0.011
左侧气胸,疾病-症状,苍白,0.022
左肩皮肤裂伤,疾病-症状,律齐,0.009
左肩皮肤裂伤,疾病-症状,畸形,0.008
左肩皮肤裂伤,疾病-症状,肿大,0.01
左肩皮肤裂伤,疾病-症状,隆起,0.014
左肩皮肤裂伤,疾病-症状,疼痛,0.008
左肩皮肤裂伤,疾病-症状,震颤,0.015
左肩皮肤裂伤,疾病-症状,静脉曲张,0.013
左肩皮肤裂伤,疾病-症状,黄染,0.019
左肩皮肤裂伤,疾病-症状,包块,0.011
左肩皮肤裂伤,疾病-症状,苍白,0.022
右股内侧蜂窝织炎,疾病-症状,律齐,0.009
右股内侧蜂窝织炎,疾病-症状,红肿,0.014
右股内侧蜂窝织炎,疾病-症状,水肿,0.015
右股内侧蜂窝织炎,疾病-症状,畸形,0.008
右股内侧蜂窝织炎,疾病-症状,腹胀,0.018
右股内侧蜂窝织炎,疾病-症状,呕吐,0.008
右股内侧蜂窝织炎,疾病-症状,肿大,0.01
右股内侧蜂窝织炎,疾病-症状,隆起,0.014
右股内侧蜂窝织炎,疾病-症状,腹痛,0.015
右股内侧蜂窝织炎,疾病-症状,震颤,0.015
右股内侧蜂窝织炎,疾病-症状,恶心,0.008
右股内侧蜂窝织炎,疾病-症状,包块,0.011
右股内侧蜂窝织炎,疾病-症状,发热,0.01
右股内侧蜂窝织炎,疾病-症状,静脉曲张,0.013
右股内侧蜂窝织炎,疾病-症状,正大等圆,0.011
右股内侧蜂窝织炎,疾病-症状,肿块,0.024
多处皮肤软组织裂伤,疾病-症状,红肿,0.014
多处皮肤软组织裂伤,疾病-症状,呕吐,0.008
多处皮肤软组织裂伤,疾病-症状,腹胀,0.018
多处皮肤软组织裂伤,疾病-症状,肿胀,0.013
多处皮肤软组织裂伤,疾病-症状,锐痛,0.083
多处皮肤软组织裂伤,疾病-症状,腹痛,0.015
多处皮肤软组织裂伤,疾病-症状,心悸,0.042
多处皮肤软组织裂伤,疾病-症状,恶心,0.008
多处皮肤软组织裂伤,疾病-症状,头痛,0.013
多处皮肤软组织裂伤,疾病-症状,昏迷,0.034
多处皮肤软组织裂伤,疾病-症状,出血,0.027
多处皮肤软组织裂伤,疾病-症状,胸闷,0.013
多处皮肤软组织裂伤,疾病-症状,发热,0.01
多处皮肤软组织裂伤,疾病-症状,头晕,0.012
多处皮肤软组织裂伤,疾病-症状,麻木,0.036
头外伤后神经反应,疾病-症状,水肿,0.015
头外伤后神经反应,疾病-症状,畸形,0.008
头外伤后神经反应,疾病-症状,呕吐,0.008
头外伤后神经反应,疾病-症状,腹胀,0.018
头外伤后神经反应,疾病-症状,腹痛,0.015
头外伤后神经反应,疾病-症状,心悸,0.042
头外伤后神经反应,疾病-症状,恶心,0.008
头外伤后神经反应,疾病-症状,头痛,0.013
头外伤后神经反应,疾病-症状,发热,0.01
头外伤后神经反应,疾病-症状,胸闷,0.013
头外伤后神经反应,疾病-症状,正大等圆,0.011
热性惊厥,疾病-症状,律齐,0.009
热性惊厥,疾病-症状,畸形,0.008
热性惊厥,疾病-症状,肿大,0.01
热性惊厥,疾病-症状,脓苔,0.1
热性惊厥,疾病-症状,浮肿,0.045
热性惊厥,疾病-症状,瘀斑,0.04
热性惊厥,疾病-症状,发绀,0.034
热性惊厥,疾病-症状,疱疹,0.1
热性惊厥,疾病-症状,发热,0.01
热性惊厥,疾病-症状,抽搐,0.027
热性惊厥,疾病-症状,充血,0.037
热性惊厥,疾病-症状,静脉曲张,0.013
热性惊厥,疾病-症状,黄染,0.019
热性惊厥,疾病-症状,正大等圆,0.011
热性惊厥,疾病-症状,苍白,0.022
狭窄性剑鞘炎,疾病-症状,呕吐,0.008
狭窄性剑鞘炎,疾病-症状,腹胀,0.018
狭窄性剑鞘炎,疾病-症状,结节,0.025
狭窄性剑鞘炎,疾病-症状,腹痛,0.015
狭窄性剑鞘炎,疾病-症状,疼痛,0.008
狭窄性剑鞘炎,疾病-症状,心悸,0.042
狭窄性剑鞘炎,疾病-症状,恶心,0.008
狭窄性剑鞘炎,疾病-症状,头痛,0.013
狭窄性剑鞘炎,疾病-症状,胸闷,0.013
狭窄性剑鞘炎,疾病-症状,发热,0.01
狭窄性剑鞘炎,疾病-症状,头晕,0.012
头外伤后神经反应,疾病-症状,律齐,0.009
头外伤后神经反应,疾病-症状,水肿,0.015
头外伤后神经反应,疾病-症状,畸形,0.008
头外伤后神经反应,疾病-症状,肿大,0.01
头外伤后神经反应,疾病-症状,肿胀,0.013
头外伤后神经反应,疾病-症状,怒张,0.5
头外伤后神经反应,疾病-症状,隆起,0.014
头外伤后神经反应,疾病-症状,腹痛,0.015
头外伤后神经反应,疾病-症状,瘀斑,0.04
头外伤后神经反应,疾病-症状,发绀,0.034
头外伤后神经反应,疾病-症状,等大等圆,0.143
头外伤后神经反应,疾病-症状,恶心,0.008
头外伤后神经反应,疾病-症状,包块,0.011
头外伤后神经反应,疾病-症状,头痛,0.013
头外伤后神经反应,疾病-症状,充血,0.037
头外伤后神经反应,疾病-症状,出血,0.027
头外伤后神经反应,疾病-症状,黄染,0.019
头外伤后神经反应,疾病-症状,发热,0.01
头外伤后神经反应,疾病-症状,头晕,0.012
头外伤后神经反应,疾病-症状,苍白,0.022
双下肺炎症,疾病-症状,律齐,0.009
